model_size,quantization,difficulty,pass_at_1
1.5b,q4_K_M,easy,0.7199100112485939
1.5b,q4_K_M,hard,0.22911051212938005
1.5b,q4_K_M,medium,0.4058201058201058
32b,q4_K_M,easy,0.8986876640419947
32b,q4_K_M,hard,0.4075471698113208
32b,q4_K_M,medium,0.7737037037037037
7b,q4_K_M,easy,0.8416447944007
7b,q4_K_M,hard,0.4779874213836478
7b,q4_K_M,medium,0.6555555555555556
7b,q8_0,easy,0.8530183727034121
7b,q8_0,hard,0.4716981132075472
7b,q8_0,medium,0.7
